is_practice,cost,payoff_matrix,weights,trial_num,trial_nudge,nudge_index,nudge_type,participant_id,selected_option,gross_earnings,net_earnings,accepted_default,chose_nudge,uncovered_values,nudge,cot,source,fs,Unnamed: 0.1,Unnamed: 0,type,click_values,cost_matrix,weights_deviation,click_cost,experiment_type,og_baskets,actual_baskets,num_features,reaction_time,trial_type,trial_index,time_elapsed,points_click_cost,points_action_utility,points_metalevel_reward,n_prizes,n_baskets,idiosyncracy,n_uncovered,optimal_option
False,2,"[[4, 4], [5, 4], [4, 3], [9, 3], [4, 6]]","[3, 5, 16, 2, 4]",26,control,0,default,514,0,0.0449999995499999,0.04366666623,False,True,"[4, 5]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,20.0,2,0
False,2,"[[5, 3], [8, 7]]","[20, 10]",27,default,0,default,514,0,0.0599999994,0.05866666608,False,True,"[0, 1]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,10.0,2,0
False,2,"[[4, 1, 7, 5, 4], [7, 7, 4, 5, 5], [4, 6, 5, 4, 1], [3, 4, 7, 3, 7], [7, 2, 6, 6, 7]]","[12, 9, 2, 4, 3]",28,control,2,default,514,2,0.05866666608,0.05799999942,False,True,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,18.0,1,2
False,2,"[[6, 2], [2, 1]]","[2, 28]",29,default,0,default,514,0,0.02266666644,0.02266666644,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,26.0,0,0
False,2,"[[5, 6, 2, 5, 3], [6, 4, 4, 5, 2], [4, 5, 8, 7, 5], [3, 4, 8, 7, 5], [5, 3, 5, 7, 3]]","[2, 10, 9, 2, 7]",30,control,3,default,514,2,0.05566666611,0.0549999994499999,False,False,[7],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,16.0,1,3
False,2,"[[5, 6], [3, 5], [5, 5], [3, 4], [7, 5]]","[1, 7, 7, 3, 12]",31,control,1,default,514,0,0.05133333282,0.0499999994999999,False,False,"[8, 9]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,16.0,2,0
False,2,"[[5, 4], [5, 5]]","[26, 4]",32,control,0,default,514,0,0.0499999994999999,0.04866666618,False,True,"[0, 1]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,22.0,2,0
False,2,"[[4, 6, 5, 4, 6], [6, 4, 5, 2, 5]]","[24, 6]",33,control,4,default,514,2,0.0499999994999999,0.04933333284,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,18.0,1,4
False,2,"[[4, 6, 3, 7, 2], [8, 4, 4, 5, 6], [9, 4, 6, 3, 6], [4, 7, 3, 6, 4], [4, 4, 4, 8, 6]]","[9, 2, 2, 3, 14]",34,default,3,default,514,3,0.06966666597,0.06966666597,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,22.0,0,3
True,2,"[[6, 8], [5, 3], [8, 3], [7, 5], [4, 5]]","[2, 1, 10, 8, 9]",1,control,0,default,422,0,0.06299999937,0.06166666605,False,True,"[4, 5]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,18.0,2,0
True,2,"[[3, 6, 2, 3, 4], [5, 5, 4, 3, 4]]","[24, 6]",2,control,1,default,422,0,0.0339999996599999,0.033333333,False,False,[0],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,18.0,1,1
False,2,"[[4, 8, 2, 4, 4], [6, 3, 6, 4, 7]]","[4, 26]",3,control,1,default,422,0,0.0573333327599999,0.0566666661,False,False,[5],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,22.0,1,4
False,2,"[[6, 6, 3, 5, 3], [7, 4, 3, 7, 7], [4, 2, 5, 6, 6], [3, 1, 6, 6, 4], [7, 2, 7, 7, 4]]","[9, 7, 2, 11, 1]",4,default,3,default,422,3,0.05966666607,0.05966666607,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,18.0,0,3
False,2,"[[4, 5], [6, 4], [1, 3], [4, 3], [1, 5]]","[5, 3, 11, 6, 5]",5,control,1,default,422,1,0.03766666629,0.03633333297,False,True,"[4, 5]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,10.0,2,1
False,2,"[[3, 7], [2, 3]]","[24, 6]",6,control,1,default,422,0,0.0279999997199999,0.02733333306,False,False,[0],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,18.0,1,1
False,2,"[[4, 7], [8, 3], [7, 2], [6, 1], [7, 5]]","[5, 8, 8, 6, 3]",7,default,0,default,422,0,0.06566666601,0.06566666601,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,8.0,0,0
False,2,"[[6, 2], [5, 6]]","[26, 4]",8,default,0,default,422,0,0.05866666608,0.05866666608,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,22.0,0,0
False,2,"[[5, 5, 8, 6, 3], [6, 5, 6, 6, 4], [5, 5, 4, 7, 4], [7, 4, 6, 3, 5], [9, 3, 6, 4, 4]]","[4, 7, 2, 13, 4]",9,default,0,default,422,0,0.06633333267,0.06633333267,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,16.0,0,0
False,2,"[[5, 7, 7, 7, 4], [5, 5, 6, 5, 8]]","[12, 18]",10,default,2,default,422,2,0.06399999936,0.06399999936,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,6.0,0,2
False,2,"[[6, 8], [8, 5]]","[6, 24]",11,control,0,default,422,0,0.0759999992399999,0.07466666592,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,18.0,2,0
False,2,"[[7, 3, 7, 3, 3], [5, 5, 4, 4, 6], [3, 4, 6, 6, 7], [7, 3, 8, 9, 2], [4, 7, 2, 4, 4]]","[3, 1, 3, 19, 4]",12,default,2,default,422,2,0.06766666599,0.06766666599,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,26.0,0,3
False,2,"[[5, 5], [3, 8]]","[27, 3]",13,default,1,default,422,1,0.0529999994699999,0.0529999994699999,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,24.0,0,1
False,2,"[[6, 6, 4, 6, 4], [5, 5, 6, 6, 6], [7, 1, 4, 5, 4], [6, 6, 7, 2, 7], [4, 4, 2, 7, 7]]","[1, 2, 9, 14, 4]",14,control,4,default,422,2,0.05266666614,0.0519999994799999,False,False,[17],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,22.0,1,0
False,2,"[[4, 5, 2, 5, 5], [6, 6, 5, 7, 5], [8, 9, 5, 6, 7], [6, 7, 8, 7, 4], [6, 5, 4, 5, 7]]","[10, 5, 5, 8, 2]",15,control,1,default,422,2,0.04733333286,0.0466666662,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,12.0,1,1
False,2,"[[6, 10], [7, 3], [7, 8], [4, 3], [5, 4]]","[2, 16, 2, 7, 3]",16,default,0,default,422,0,0.0603333327299999,0.05899999941,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,22.0,2,0
False,2,"[[5, 6, 3, 5, 3], [6, 7, 5, 1, 5], [7, 7, 6, 5, 2], [5, 3, 4, 2, 4], [5, 6, 7, 5, 6]]","[12, 8, 3, 6, 1]",17,control,1,default,422,2,0.04166666625,0.0409999995899999,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,16.0,1,1
False,2,"[[4, 7, 3, 3, 7], [5, 4, 6, 7, 7]]","[9, 21]",18,default,4,default,422,4,0.0699999992999999,0.0699999992999999,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,12.0,0,4
False,2,"[[4, 4, 7, 5, 5], [7, 6, 3, 2, 4], [5, 6, 2, 6, 4], [5, 4, 5, 6, 4], [3, 8, 1, 7, 4]]","[2, 18, 2, 2, 6]",19,default,1,default,422,1,0.0613333327199999,0.06066666606,False,True,[6],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,24.0,1,1
False,2,"[[6, 4], [4, 8]]","[29, 1]",20,default,1,default,422,1,0.04133333292,0.04133333292,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,28.0,0,0
False,2,"[[4, 4, 6, 4, 3], [8, 6, 6, 5, 4]]","[24, 6]",21,control,2,default,422,0,0.0479999995199999,0.04733333286,False,False,[0],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,18.0,1,2
False,2,"[[7, 4, 4, 6, 3], [2, 8, 4, 2, 8]]","[26, 4]",22,default,1,default,422,1,0.04533333288,0.04533333288,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,22.0,0,0
False,2,"[[9, 4], [4, 7], [7, 5], [5, 3], [5, 7]]","[2, 6, 5, 15, 2]",23,control,0,default,422,0,0.0539999994599999,0.05266666614,False,True,"[6, 7]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,18.0,2,0
False,2,"[[5, 5], [5, 4], [6, 6], [5, 7], [6, 7]]","[3, 4, 19, 3, 1]",24,control,1,default,422,0,0.0566666661,0.0553333327799999,False,False,"[4, 5]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,26.0,2,1
False,2,"[[5, 6], [6, 4], [5, 3], [4, 5], [5, 4]]","[1, 10, 8, 6, 5]",25,default,0,default,422,0,0.05133333282,0.05133333282,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,12.0,0,0
False,2,"[[5, 5], [4, 3]]","[8, 22]",26,control,0,default,422,0,0.04266666624,0.04133333292,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,14.0,2,0
False,2,"[[7, 6], [1, 1], [7, 7], [4, 6], [4, 4]]","[1, 6, 16, 4, 3]",27,default,1,default,422,0,0.0509999994899999,0.04966666617,False,False,"[4, 5]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,20.0,2,1
False,2,"[[3, 2], [2, 4]]","[5, 25]",28,control,1,default,422,1,0.0366666663,0.03533333298,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,20.0,2,1
False,2,"[[4, 6], [7, 7]]","[26, 4]",29,default,1,default,422,1,0.0613333327199999,0.0613333327199999,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,22.0,0,1
False,2,"[[6, 2, 4, 5, 1], [4, 0, 7, 3, 2]]","[10, 20]",30,control,2,default,422,0,0.0466666662,0.04533333288,False,False,"[5, 6]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,10.0,2,2
False,2,"[[6, 2, 2, 5, 3], [7, 8, 10, 6, 4]]","[15, 15]",31,control,0,default,422,2,0.0599999994,0.0593333327399999,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,0.0,1,0
False,2,"[[6, 6, 8, 3, 4], [5, 3, 2, 4, 3], [7, 3, 8, 7, 5], [6, 2, 4, 4, 6], [8, 4, 7, 5, 5]]","[7, 2, 4, 16, 1]",32,control,0,default,422,2,0.0543333327899999,0.05366666613,False,False,[17],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,22.0,1,0
False,2,"[[6, 7, 4, 8, 7], [4, 6, 6, 7, 6]]","[13, 17]",33,default,3,default,422,3,0.07433333259,0.07433333259,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,4.0,0,3
False,2,"[[4, 6], [5, 6], [6, 7], [4, 10], [6, 3]]","[3, 16, 5, 1, 5]",34,control,1,default,422,1,0.05799999942,0.0566666661,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,20.0,2,1
True,2,"[[5, 3, 5, 8, 5], [6, 5, 2, 7, 5]]","[19, 11]",1,control,3,default,163,2,0.0389999996099999,0.03833333295,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,8.0,1,3
True,2,"[[5, 5], [3, 3], [2, 6], [7, 7], [7, 6]]","[9, 4, 7, 5, 5]",2,control,1,default,163,0,0.0469999995299999,0.04633333287,False,False,[0],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,8.0,1,1
False,2,"[[6, 7, 3, 4, 7], [5, 6, 7, 6, 5]]","[22, 8]",3,default,1,default,163,1,0.06733333266,0.06733333266,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,14.0,0,1
False,2,"[[4, 5], [3, 6], [5, 6], [6, 4], [4, 7]]","[4, 9, 5, 10, 2]",4,default,1,default,163,1,0.05266666614,0.05266666614,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,14.0,0,1
False,2,"[[5, 4], [7, 7], [7, 3], [8, 6], [6, 6]]","[7, 3, 4, 15, 1]",5,default,0,default,163,0,0.0699999992999999,0.0699999992999999,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,20.0,0,0
False,2,"[[7, 3, 5, 5, 3], [4, 5, 7, 6, 3], [3, 5, 2, 4, 4], [7, 4, 7, 4, 4], [6, 3, 7, 4, 7]]","[6, 1, 4, 7, 12]",6,default,2,default,163,2,0.0593333327399999,0.0593333327399999,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,14.0,0,0
False,2,"[[9, 6], [5, 2], [6, 5], [3, 4], [4, 5]]","[12, 2, 4, 7, 5]",7,default,0,default,163,0,0.06099999939,0.06099999939,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,14.0,0,0
False,2,"[[5, 4, 3, 3, 5], [3, 5, 6, 4, 8]]","[23, 7]",8,control,4,default,163,0,0.04533333288,0.0439999995599999,False,False,"[0, 1]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,16.0,2,4
False,2,"[[6, 7], [5, 6]]","[16, 14]",9,control,1,default,163,1,0.06533333268,0.06399999936,False,True,"[0, 1]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,2.0,2,1
False,2,"[[7, 4, 5, 3, 4], [3, 7, 4, 5, 4]]","[9, 21]",10,control,1,default,163,2,0.0429999995699999,0.04233333291,False,False,[7],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,12.0,1,1
False,2,"[[4, 5], [5, 3], [7, 6], [6, 6], [8, 3]]","[1, 9, 8, 4, 8]",11,control,0,default,163,0,0.06433333269,0.06299999937,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,14.0,2,0
False,2,"[[4, 5, 6, 5, 6], [5, 3, 5, 4, 7], [5, 8, 6, 6, 5], [4, 6, 7, 4, 6], [6, 6, 8, 4, 8]]","[10, 5, 2, 5, 8]",12,control,4,default,163,2,0.06533333268,0.06466666602,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,12.0,1,4
False,2,"[[4, 6], [3, 6]]","[7, 23]",13,control,1,default,163,1,0.0599999994,0.05866666608,False,True,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,16.0,2,1
False,2,"[[3, 3], [5, 2], [5, 5], [4, 10], [4, 3]]","[4, 10, 3, 11, 2]",14,control,1,default,163,0,0.0429999995699999,0.04166666625,False,False,"[2, 3]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,18.0,2,1
False,2,"[[5, 5, 7, 1, 3], [5, 2, 4, 1, 3], [4, 1, 7, 5, 6], [6, 6, 6, 5, 8], [9, 5, 6, 4, 7]]","[5, 3, 12, 9, 1]",15,control,2,default,163,2,0.06366666603,0.06299999937,False,True,[12],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,18.0,1,2
False,2,"[[4, 3, 7, 6, 6], [8, 6, 5, 5, 2]]","[6, 24]",16,default,0,default,163,0,0.0719999992799999,0.07066666596,False,True,"[5, 6]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,18.0,2,0
False,2,"[[8, 4, 5, 4, 3], [4, 7, 3, 3, 6], [4, 7, 5, 6, 4], [8, 4, 3, 9, 7], [1, 7, 6, 4, 3]]","[4, 5, 2, 13, 6]",17,default,1,default,163,1,0.0529999994699999,0.05233333281,False,True,[16],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,14.0,1,3
False,2,"[[5, 6], [7, 3]]","[7, 23]",18,default,0,default,163,0,0.06533333268,0.06533333268,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,16.0,0,0
False,2,"[[3, 5], [4, 7], [4, 7], [3, 2], [4, 7]]","[9, 5, 3, 9, 4]",19,default,1,default,163,1,0.0489999995099999,0.0489999995099999,True,True,[],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,12.0,0,1
False,2,"[[6, 7, 7, 4, 5], [3, 5, 5, 5, 6]]","[22, 8]",20,control,1,default,163,2,0.06466666602,0.06399999936,False,False,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,5,14.0,1,1
False,2,"[[6, 2, 4, 6, 0], [8, 7, 8, 3, 9], [2, 7, 7, 4, 6], [5, 7, 5, 7, 3], [5, 4, 4, 6, 6]]","[18, 2, 3, 1, 6]",21,default,2,default,163,2,0.0459999995399999,0.04533333288,False,True,[2],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,24.0,1,3
False,2,"[[3, 4], [5, 4]]","[19, 11]",22,control,0,default,163,1,0.0399999995999999,0.03866666628,False,False,"[0, 1]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,8.0,2,1
False,2,"[[5, 5], [6, 4], [4, 4], [8, 6], [10, 3]]","[1, 5, 8, 9, 7]",23,control,0,default,163,0,0.06966666597,0.06833333265,False,True,"[6, 7]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,12.0,2,0
False,2,"[[5, 3], [6, 5]]","[21, 9]",24,control,0,default,163,0,0.0529999994699999,0.05166666615,False,True,"[0, 1]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,2,2,12.0,2,0
False,2,"[[5, 5], [5, 8], [4, 6], [2, 5], [4, 7]]","[8, 2, 17, 2, 1]",25,control,1,default,163,1,0.0583333327499999,0.0569999994299999,False,True,"[4, 5]",default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,2,26.0,2,1
False,2,"[[4, 5, 6, 5, 3], [5, 5, 6, 5, 8], [2, 6, 5, 6, 3], [8, 7, 6, 7, 4], [5, 6, 6, 9, 3]]","[8, 6, 4, 2, 10]",26,control,3,default,163,2,0.05866666608,0.05799999942,False,False,[22],default,False,gemini/gemini-1.5-pro,12,,,,,,,,,,,,,,,,,,,5,5,12.0,1,3
